start_page,last_page,termination,href_count
Tanjung Acu - Wikipedia,https://ceb.wikipedia.org/wiki/Kinatsila,-1,6
Les Crozets - Wikipedia,https://ceb.wikipedia.org/wiki/Special:Random,-2,2
Redfern Mountain (bukid sa Tinipong Bansa) - Wikipedia,https://ceb.wikipedia.org/wiki/Special:Random,-2,2
Ranzo (lungsod) - Wikipedia,https://ceb.wikipedia.org/wiki/Hiniusang_Gingharian,-1,4
Lac Poe (lanaw sa Côte-Nord) - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,11
"Wildcat Canyon (walog sa Tinipong Bansa, Arizona, Cochise County, lat 32,35, long -110,26) - Wikipedia",https://ceb.wikipedia.org/wiki/Special:Random,-2,3
Chilobrachys dyscolus - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,18
Mimetebulea arctialis - Wikipedia,https://ceb.wikipedia.org/wiki/Special:Random,-2,1
Valgiano - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,11
Ozirhincus trichatus - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,15
Vellescot - Wikipedia,https://ceb.wikipedia.org/wiki/Special:Random,-2,2
Telephae montana - Wikipedia,https://ceb.wikipedia.org/wiki/Inglatera,-1,6
"Fly Creek (suba sa Tinipong Bansa, Kansas, Chautauqua County, lat 37,15, long -96,11) - Wikipedia",https://ceb.wikipedia.org/wiki/Kinatsila,-1,6
Okouéli - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,18
Centrinaspis quadrivittata - Wikipedia,https://ceb.wikipedia.org/wiki/Special:Random,-2,1
Agelas cerebrum - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,18
Arroyo Maney - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,19
"Varissaari (pulo sa Finland, Pohjois-Karjala, Joensuu, lat 62,64, long 29,89) - Wikipedia",https://ceb.wikipedia.org/wiki/Pransiya,-1,11
Convolvulus humilis - Wikipedia,https://ceb.wikipedia.org/wiki/Kinatsila,-1,6
Chamelaucium heterandrum - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,18
Tetrancistrum - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,10
Cerros La Cienega - Wikipedia,https://ceb.wikipedia.org/wiki/Special:Random,-2,2
"Blue Mountain Stream (suba sa New Zealand, Marlborough) - Wikipedia",https://ceb.wikipedia.org/wiki/Pransiya,-1,18
Xanthocalanus profundus - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,10
Ribeiro do Beredo - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,18
"Arroyo Benito (suba sa Dominikanhong Republika, Provincia de Hato Mayor) - Wikipedia",https://ceb.wikipedia.org/wiki/Pransiya,-1,19
Emei Shan (kabukiran) - Wikipedia,https://ceb.wikipedia.org/wiki/Kinatsila,-1,9
Xenopelidnota fuscoaenea - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,18
Berosus debilipennis - Wikipedia,https://ceb.wikipedia.org/wiki/Special:Random,-2,1
Anthemis micrantha - Wikipedia,https://ceb.wikipedia.org/wiki/Kinatsila,-1,6
Ma‘dan-e Sang-e Sūz-e Amīnābād - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,18
"Rogers Lake (lanaw sa Kanada, Nunavut) - Wikipedia",https://ceb.wikipedia.org/wiki/Pransiya,-1,19
Elyptron - Wikipedia,https://ceb.wikipedia.org/wiki/Special:Random,-2,1
Lotophila nepalensis - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,17
Mont Katépahié - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,18
Gulalanom River - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,10
Otiorrhynchus croaticus - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,18
Callomphala lucida - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,10
"Cerro Esperanza (bungtod sa Tśile, Región de Valparaíso) - Wikipedia",https://ceb.wikipedia.org/wiki/Pransiya,-1,19
Eubostrichus parasitiferus - Wikipedia,https://ceb.wikipedia.org/wiki/Special:Random,-2,1
"Hall Branch (suba sa Tinipong Bansa, Alabama, DeKalb County) - Wikipedia",https://ceb.wikipedia.org/wiki/Kinatsila,-1,4
"Hale Creek (suba sa Tinipong Bansa, Montana) - Wikipedia",https://ceb.wikipedia.org/wiki/Pransiya,-1,19
Aethes cnicana - Wikipedia,https://ceb.wikipedia.org/wiki/Special:Random,-2,1
Homalium maneauense - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,10
Xyonysius naso - Wikipedia,https://ceb.wikipedia.org/wiki/Special:Random,-2,1
Bad Ditzenbach (kapital sa munisipyo) - Wikipedia,https://ceb.wikipedia.org/wiki/Special:Random,-2,3
Holotrochus punctulatus - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,19
Dolno Ǵuǵance (lungsod sa Makedoniya) - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,18
Coprinus phalloideus - Wikipedia,https://ceb.wikipedia.org/wiki/Kinatsila,-1,4
Borkesåsen - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,10
"Clear Lake (lungsod sa Tinipong Bansa, Washington, Skagit County, lat 48,46, long -122,23) - Wikipedia",https://ceb.wikipedia.org/wiki/Pransiya,-1,10
Eccoptogaster abhorrens - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,18
Marasmius lanatus - Wikipedia,https://ceb.wikipedia.org/wiki/Kinatsila,-1,6
Mont Muraille - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,10
Solders Spring - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,18
"Skotterudmyra (kalapukan sa Noruwega, Kongsvinger) - Wikipedia",https://ceb.wikipedia.org/wiki/Pransiya,-1,17
Susŏk-pong - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,18
Crowes - Wikipedia,https://ceb.wikipedia.org/wiki/Special:Random,-2,1
Gammaropsis dilatata - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,18
Crypsithyris psolocoma - Wikipedia,https://ceb.wikipedia.org/wiki/Special:Random,-2,1
Baie de Lancieux - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,18
Desa Rura - Wikipedia,https://ceb.wikipedia.org/wiki/Special:Random,-2,3
Hipparchia fagi - Wikipedia,https://ceb.wikipedia.org/wiki/Special:Random,-2,1
"Cat Creek (suba sa Tinipong Bansa, California, El Dorado County) - Wikipedia",https://ceb.wikipedia.org/wiki/Special:Random,-2,1
"Catmon, Sugbo - Wikipedia",https://ceb.wikipedia.org/wiki/Pransiya,-1,10
McLeans Branch - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,18
Paozhudong Shan - Wikipedia,https://ceb.wikipedia.org/wiki/Special:Random,-2,3
Fjellandstreket - Wikipedia,https://ceb.wikipedia.org/wiki/Special:Random,-2,2
Wojcieszków (munisipyo) - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,10
Qārhet Raddād - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,10
Qarmat Qaqqaa - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,18
Paraglyphesis lasiargoides - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,19
Worfield - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,18
Thieffrans - Wikipedia,https://ceb.wikipedia.org/wiki/Special:Random,-2,2
"Grovahaugen (bungtod sa Noruwega, Sør-Trøndelag Fylke, Hemne) - Wikipedia",https://ceb.wikipedia.org/wiki/Pransiya,-1,18
"Savusavu Creek (suba sa Western Division, lat -17,97, long 177,88) - Wikipedia",https://ceb.wikipedia.org/wiki/Pransiya,-1,18
Vindula (suba sa Noruwega) - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,11
Lupinus wyethii - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,18
Matsushimaea fasciculata - Wikipedia,https://ceb.wikipedia.org/wiki/Special:Random,-2,1
"Cannon Hill (bukid sa Tinipong Bansa, West Virginia, Preston County) - Wikipedia",https://ceb.wikipedia.org/wiki/Special:Random,-2,3
Lagoa da Barreira - Wikipedia,https://ceb.wikipedia.org/wiki/Kinatsila,-1,6
"Passage Rock (piliw sa Tinipong Bansa, Alaska, Hoonah-Angoon Census Area) - Wikipedia",https://ceb.wikipedia.org/wiki/Pransiya,-1,18
Memecylon lawsonii - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,17
Shibijiao Xi - Wikipedia,https://ceb.wikipedia.org/wiki/Kinatsila,-1,6
Schistophleps fulvia - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,18
Stusslendælan - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,18
Dabbar Rūd - Wikipedia,https://ceb.wikipedia.org/wiki/Special:Random,-2,3
"Strawberry Park (parke sa Tinipong Bansa, California) - Wikipedia",https://ceb.wikipedia.org/wiki/Special:Random,-2,3
Psychotria calophylla - Wikipedia,https://ceb.wikipedia.org/wiki/Pinulongang_Romanse,-1,7
"Cerro La Cantera (bukid sa Mehiko, Estado de Querétaro) - Wikipedia",https://ceb.wikipedia.org/wiki/Special:Random,-2,1
Jibāl Akrēribāy - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,18
Shezal Canyon - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,18
Zengle Lake - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,10
Oota River - Wikipedia,https://ceb.wikipedia.org/wiki/Special:Random,-2,2
Xyris cuatrecasana - Wikipedia,https://ceb.wikipedia.org/wiki/Special:Random,-2,1
"Kvitafjellet (bungtod sa Noruwega, Hordaland Fylke, Jondal) - Wikipedia",https://ceb.wikipedia.org/wiki/Hiniusang_Gingharian,-1,4
River Kurfi - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,5
Strongylopterus ovatus - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,18
Pericyclocera parianae - Wikipedia,https://ceb.wikipedia.org/wiki/Special:Random,-2,3
Otiorrhynchus tenebricosus - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,10
"Summit Creek (suba sa Tinipong Bansa, California, Tehama County) - Wikipedia",https://ceb.wikipedia.org/wiki/Pransiya,-1,18
Fakiran Dere - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,10
Mosuwane - Wikipedia,https://ceb.wikipedia.org/wiki/Special:Random,-2,2
Reidy Swamp - Wikipedia,https://ceb.wikipedia.org/wiki/Pinulongang_Romanse,-1,4
Alticola olchonensis - Wikipedia,https://ceb.wikipedia.org/wiki/Special:Random,-2,2
Cosmetopus longus - Wikipedia,https://ceb.wikipedia.org/wiki/Kontinente,-1,5
Acrorius - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,10
Oreocome depauperata - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,18
Arrhenothrips ramakrishnae - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,18
Åkransmyra - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,18
Paradoridicola contiguus - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,18
Retba - Wikipedia,https://ceb.wikipedia.org/wiki/Kontinente,-1,5
Dog Bay (libaong) - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,17
Sieiddirášša - Wikipedia,https://ceb.wikipedia.org/wiki/Special:Random,-2,1
Kūh-e Karkas Neshīn (bukid sa Ostān-e Māzandarān) - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,10
Aleuroplatus hoyae - Wikipedia,https://ceb.wikipedia.org/wiki/Special:Random,-2,2
Koladalsåsen - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,18
Anotylus gregarius - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,18
Echinops leiopolyceras - Wikipedia,https://ceb.wikipedia.org/wiki/Special:Random,-2,1
"Quebrada Pescado (suba sa Venezuela, Estado Guárico) - Wikipedia",https://ceb.wikipedia.org/wiki/Pransiya,-1,10
Köse Bucağı - Wikipedia,https://ceb.wikipedia.org/wiki/Special:Random,-2,2
"Khao Yang Daeng (bungtod sa Thayland, Changwat Chon Buri) - Wikipedia",https://ceb.wikipedia.org/wiki/Pransiya,-1,18
"Arroyo San Lorenzo (suba sa Argentina, Provincia de Entre Ríos, lat -33,12, long -59,95) - Wikipedia",https://ceb.wikipedia.org/wiki/Pransiya,-1,11
Articerodes kishimotoi - Wikipedia,https://ceb.wikipedia.org/wiki/Special:Random,-2,1
Nestbyholmen - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,18
Dooleena - Wikipedia,https://ceb.wikipedia.org/wiki/Special:Random,-2,3
Dendrobium hymenopetalum - Wikipedia,https://ceb.wikipedia.org/wiki/Special:Random,-2,2
Pleurotus achilleae - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,18
Jordfallbekken - Wikipedia,https://ceb.wikipedia.org/wiki/Special:Random,-2,2
Gastrocopta stupefaciens - Wikipedia,https://ceb.wikipedia.org/wiki/Special:Random,-2,1
Anthrax trimaculatus - Wikipedia,https://ceb.wikipedia.org/wiki/Hiniusang_Gingharian,-1,5
Meliola pygeicola - Wikipedia,https://ceb.wikipedia.org/wiki/Special:Random,-2,1
"Bukit Besi (bungtod sa Malaysiya, Pahang) - Wikipedia",https://ceb.wikipedia.org/wiki/Pransiya,-1,18
"Orebed Creek (suba sa Tinipong Bansa, New York, Allegany County) - Wikipedia",https://ceb.wikipedia.org/wiki/Special:Random,-2,2
"Sungai Retak (suba sa Malaysiya, Kelantan) - Wikipedia",https://ceb.wikipedia.org/wiki/Kinatsila,-1,6
Zeltnera stricta - Wikipedia,https://ceb.wikipedia.org/wiki/Special:Random,-2,2
Jupiter Hill - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,18
Isepeolus bufoninus - Wikipedia,https://ceb.wikipedia.org/wiki/Kinatsila,-1,8
Näsmäjärvi - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,18
"Oyster Lake (lanaw sa Tinipong Bansa, Colorado) - Wikipedia",https://ceb.wikipedia.org/wiki/Special:Random,-2,2
"Steinelva (suba sa Noruwega, Møre og Romsdal fylke) - Wikipedia",https://ceb.wikipedia.org/wiki/Special:Random,-2,1
"Kings Run (suba sa Tinipong Bansa, Virginia) - Wikipedia",https://ceb.wikipedia.org/wiki/Pransiya,-1,18
"Back Creek (suba sa Tinipong Bansa, Maryland, Dorchester County, lat 38,37, long -75,88) - Wikipedia",https://ceb.wikipedia.org/wiki/Pransiya,-1,18
Alluaudomyia tenuiannulata - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,10
Polyphagus laevis - Wikipedia,https://ceb.wikipedia.org/wiki/Kinatsila,-1,6
"Omnane (bungtod sa Noruwega, Sogn og Fjordane Fylke, Gaular) - Wikipedia",https://ceb.wikipedia.org/wiki/Pransiya,-1,18
Kisbee Bay - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,10
"Twin Islands (pulo sa Tinipong Bansa, Missouri) - Wikipedia",https://ceb.wikipedia.org/wiki/Pransiya,-1,18
Duboka Jama - Wikipedia,https://ceb.wikipedia.org/wiki/Special:Random,-2,1
Arniticus gibbosus - Wikipedia,https://ceb.wikipedia.org/wiki/Pinulongang_Romanse,-1,7
Stansted Mountfitchet Castle - Wikipedia,https://ceb.wikipedia.org/wiki/Special:Random,-2,1
Deramas antynax - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,18
Bøblåheia - Wikipedia,https://ceb.wikipedia.org/wiki/Kinatsila,-1,4
Darreh-ye Tīngal Owshar Sharūk - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,18
"Stover Fork (suba sa Tinipong Bansa, West Virginia, Raleigh County, lat 37,74, long -81,22) - Wikipedia",https://ceb.wikipedia.org/wiki/Special:Random,-2,3
Aechmea koesteri - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,18
Loma del Bandado - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,18
Nigidius elapraorum - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,10
Mission Inlet - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,10
Neohybos hallexus - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,18
Rūkum - Wikipedia,https://ceb.wikipedia.org/wiki/Kinatsila,-1,8
"Igarapé Ipiaçava (suba sa Brasil, lat -4,04, long -52,58) - Wikipedia",https://ceb.wikipedia.org/wiki/Inglatera,-1,6
"Canyon Creek (suba sa Tinipong Bansa, Alaska, Valdez-Cordova Census Area, lat 61,11, long -142,22) - Wikipedia",https://ceb.wikipedia.org/wiki/Special:Random,-2,1
"Tangen (punta sa Noruwega, Østfold fylke, Halden, lat 59,13, long 11,45) - Wikipedia",https://ceb.wikipedia.org/wiki/Pransiya,-1,18
Scotopteryx sinensis - Wikipedia,https://ceb.wikipedia.org/wiki/Special:Random,-2,1
Sadd-e Betonī-ye Pīshīn - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,10
Kūh-e Lāmīsh - Wikipedia,https://ceb.wikipedia.org/wiki/Special:Random,-2,1
Aster stracheyi - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,18
Mayukuit Mountain - Wikipedia,https://ceb.wikipedia.org/wiki/Inglatera,-1,6
Little Ashbough Canyon - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,18
Ṭhoṭneri̇̄ Kholā - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,19
"Cerro de Paja (bukid sa Venezuela, Estado Monagas) - Wikipedia",https://ceb.wikipedia.org/wiki/Inglatera,-1,6
11N06W10BBC 01 Spring - Wikipedia,https://ceb.wikipedia.org/wiki/Special:Random,-2,1
"Hkachang Hka (suba sa Burma, lat 25,46, long 96,77) - Wikipedia",https://ceb.wikipedia.org/wiki/Special:Random,-2,2
North Lake 104-036 Dam - Wikipedia,https://ceb.wikipedia.org/wiki/Special:Random,-2,1
East Caddo Peak - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,18
Xã Chư HDrông - Wikipedia,https://ceb.wikipedia.org/wiki/Special:Random,-2,3
Nevado Terijuay - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,10
Knockbarron - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,17
Riseberget (kagaangan) - Wikipedia,https://ceb.wikipedia.org/wiki/Special:Random,-2,2
Catoho - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,10
Black Wash (walog) - Wikipedia,https://ceb.wikipedia.org/wiki/Tinagalog,-1,6
"Patterson Lake (lanaw sa Kanada, Ontario, Algoma, lat 47,21, long -84,30) - Wikipedia",https://ceb.wikipedia.org/wiki/Kinatsila,-1,6
Acteocina capitata - Wikipedia,https://ceb.wikipedia.org/wiki/Special:Random,-2,1
"Khao Khiao (bukid sa Thayland, Changwat Sara Buri, lat 14,76, long 100,97) - Wikipedia",https://ceb.wikipedia.org/wiki/Special:Random,-2,2
Alara dux - Wikipedia,https://ceb.wikipedia.org/wiki/Special:Random,-2,3
Cerro Sumirupuchay - Wikipedia,https://ceb.wikipedia.org/wiki/Tinagalog,-1,6
Tococa tepuiensis - Wikipedia,https://ceb.wikipedia.org/wiki/Special:Random,-2,1
Nahr-e Dorah - Wikipedia,https://ceb.wikipedia.org/wiki/Special:Random,-2,2
Vollenhove - Wikipedia,https://ceb.wikipedia.org/wiki/Special:Random,-2,2
Zingiber ventricosum - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,10
Verderio Inferiore (munisipyo) - Wikipedia,https://ceb.wikipedia.org/wiki/Special:Random,-2,3
Thomisus transversus - Wikipedia,https://ceb.wikipedia.org/wiki/Special:Random,-2,1
Moyie Range - Wikipedia,https://ceb.wikipedia.org/wiki/Kinatsila,-1,6
Saintbury - Wikipedia,https://ceb.wikipedia.org/wiki/Special:Random,-2,2
Holladay Mountain - Wikipedia,https://ceb.wikipedia.org/wiki/Special:Random,-2,3
Grutas de Bustamante - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,10
Periscyphops lugubris - Wikipedia,https://ceb.wikipedia.org/wiki/Special:Random,-2,3
Yagma - Wikipedia,https://ceb.wikipedia.org/wiki/Special:Random,-2,2
"Mackeys Creek (suba sa Tinipong Bansa, North Carolina) - Wikipedia",https://ceb.wikipedia.org/wiki/Inglatera,-1,6
Cirolana browni - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,18
Trypoxylon pulchellum - Wikipedia,https://ceb.wikipedia.org/wiki/Special:Random,-2,2
Range Creek (minahan) - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,11
"Pienisaari (pulo sa Finland, Southern Savonia, Pieksämäki, lat 61,67, long 28,11) - Wikipedia",https://ceb.wikipedia.org/wiki/Pransiya,-1,10
Buskleinmyra - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,10
Palaquium loheri - Wikipedia,https://ceb.wikipedia.org/wiki/Kinatsila,-1,8
Pointe Poirier - Wikipedia,https://ceb.wikipedia.org/wiki/Special:Random,-2,2
Nematanthus maculatus - Wikipedia,https://ceb.wikipedia.org/wiki/Special:Random,-2,1
Sam Ledge - Wikipedia,https://ceb.wikipedia.org/wiki/Special:Random,-2,3
Siribakkelva - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,10
Bdellozonium rothi - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,18
Arroyo Labor de Marto - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,19
Cacubi - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,10
Kali Ampo (suba sa Provinsi Jawa Tengah) - Wikipedia,https://ceb.wikipedia.org/wiki/Inglatera,-1,6
Sclerolobium paraense - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,18
Haliclona permollisimilis - Wikipedia,https://ceb.wikipedia.org/wiki/Special:Random,-2,2
Octospora convexula - Wikipedia,https://ceb.wikipedia.org/wiki/Kinatsila,-1,6
Wor Char (tuburan sa Habagatang Sudan) - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,15
Chryseofusus bradneri - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,18
"Bjørkhaugen (bungtod sa Noruwega, Troms Fylke, Tranøy) - Wikipedia",https://ceb.wikipedia.org/wiki/Special:Random,-2,3
North Golden Pit - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,18
Salo Malori - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,19
Chemin River - Wikipedia,https://ceb.wikipedia.org/wiki/Special:Random,-2,2
Hornillos del Camino - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,10
Lepyrus bermani - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,18
Oued Mdereg Bou Daoud - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,18
Aerangis fastuosa - Wikipedia,https://ceb.wikipedia.org/wiki/Special:Random,-2,1
Río Sivia (suba sa Ayacucho) - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,10
"Cat Creek (suba sa Tinipong Bansa, Maryland, Saint Mary's County) - Wikipedia",https://ceb.wikipedia.org/wiki/Special:Random,-2,1
Palgrave River - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,10
Epalpus bolivianus - Wikipedia,https://ceb.wikipedia.org/wiki/Inglatera,-1,6
"Erl-Bach (suba sa Alemanya, Saxony) - Wikipedia",https://ceb.wikipedia.org/wiki/Special:Random,-2,2
"Smith Creek (suba sa Tinipong Bansa, California, Stanislaus County) - Wikipedia",https://ceb.wikipedia.org/wiki/Pransiya,-1,18
Dicraeus novaehiberniae - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,18
Phaeoseptoria peltigerae - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,18
"Pointe de Roche (punta sa Québec, lat 47,52, long -79,10) - Wikipedia",https://ceb.wikipedia.org/wiki/Pransiya,-1,18
Haplogaster manipurensis - Wikipedia,https://ceb.wikipedia.org/wiki/Special:Random,-2,1
Pentacalia moronensis - Wikipedia,https://ceb.wikipedia.org/wiki/Special:Random,-2,2
Xylotrechus arnoldii - Wikipedia,https://ceb.wikipedia.org/wiki/Special:Random,-2,2
"Ch'erch'er (kabukiran sa Etyopiya, Amhara Region, lat 12,05, long 39,60) - Wikipedia",https://ceb.wikipedia.org/wiki/Pransiya,-1,10
Psococerastis hageni - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,18
Deltocyathus crassiseptum - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,10
Chrysothrix xanthina - Wikipedia,https://ceb.wikipedia.org/wiki/Special:Random,-2,2
Muckawee Gulch - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,18
Heise Company Ditch - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,18
Kabira (bungtod) - Wikipedia,https://ceb.wikipedia.org/wiki/Kontinente,-1,6
Ptychadena wadei - Wikipedia,https://ceb.wikipedia.org/wiki/Special:Random,-2,1
Neilonella atossa - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,11
Pseudocalamobius tsushimae - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,18
Bugrasholmen - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,18
Favada Point - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,18
Sungai Bawai - Wikipedia,https://ceb.wikipedia.org/wiki/Kinatsila,-1,4
Diphucephala nitidicollis - Wikipedia,https://ceb.wikipedia.org/wiki/Special:Random,-2,2
Buluye Bosagon - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,18
Tirro (pulo sa Sweden) - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,18
Arroyo Metates (suba) - Wikipedia,https://ceb.wikipedia.org/wiki/Inglatera,-1,6
Kovékaha - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,18
Insezi Forest Land - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,18
Cerro El Conacastillo - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,18
Kōh-e Zughāl - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,18
Svartkjerrliene - Wikipedia,https://ceb.wikipedia.org/wiki/Special:Random,-2,2
"Nasavrky (lungsod sa Nasod nga Czech, lat 50,03, long 16,26) - Wikipedia",https://ceb.wikipedia.org/wiki/Special:Random,-2,3
"Tjørndalsskaret (gintang sa Noruwega, Masfjorden) - Wikipedia",https://ceb.wikipedia.org/wiki/Inglatera,-1,6
Manba Dhār - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,18
Okssaari - Wikipedia,https://ceb.wikipedia.org/wiki/Asya,-1,5
"Chebket Aïcha (mga bungtod sa Algyeriya, Wilaya de Laghouat) - Wikipedia",https://ceb.wikipedia.org/wiki/Pransiya,-1,18
Masso (lungsod) - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,11
Treasure Lake (lanaw sa Kanada) - Wikipedia,https://ceb.wikipedia.org/wiki/Pransiya,-1,17
